index,review_id,review_comment_title,Primary Category,Secondary Category
51976,55ad6e94d1ccfe9ce66293d0e7ad64b8,recomendo,Positive,Positive
51994,98fd2d2da39180e75d4b856a76de325c, Bom,Positive,Positive
52023,b6a880dd106835871142c11c07ea4c9e,Ótimo produto ,Positive,Positive
52119,18aca283e8c3e54123f4bd2b7b082620,Entrega de produtos ,Delivery,Delivery
52170,81c921d92649048361a350018fa3018b,Amanda,Positive,Positive
52204,88e215d035801327b720c131009fdc53,Recomendo,Positive,Positive
52214,2d3c0d8c71a5b527377bec9b7afb78c7,Cumpre com o prazo.,Positive,Positive
52266,9ad49e6b210aec3310173ba9b1ce073c,ótimo ,Positive,Positive
52311,d493d638e12a627f799ba2fc6e4b6232,Tudo conforme o combinado,Positive,Positive
52340,bfbf86a0b08c57692665b1db237a4d74,Muito bom,Positive,Positive
52423,8afab2067dd0919c57c01481d308dd9e,Boa,Positive,Positive
52447,e19b66cb13d13c0c28ea904f0211a155,Muito bom,Positive,Positive
52496,8907bcb2139cf44d23c5b4cf89db3238,9,Positive,Positive
52558,5abd789da6a23cf241ffae338827d035,10,Positive,Positive
52607,48c29e6142af56056a727e96bdf8fc35,Ótima ,Positive,Positive
52637,5f5654a69bd184101f469579a75232b5,Bom,Positive,Positive
52704,a7884c5c149ef06afc59bdc2c6982f9d,recomendado,Positive,Positive
52721,bc56283330c3a02329688af4589f04a8,Super recomendo!,Positive,Positive
52738,6b63d5c6b2f62267fd76006a816693a6,Excelente!!!,Positive,Positive
52742,4a08310373b67b635a258420e7bc4866,Recomendo,Positive,Positive
52762,aa831134c96002e021474f342e2d3ed8,Tudo ok...,Positive,Positive
52774,b5b9537d0a8fdbb9bf9764d16077fb1a,Não recebi o produto ,Missing Items,Missing Items
52788,8b26ab69591a242b9580d26432a4aa45,Bom ,Positive,Positive
52894,03f06d1e1357c4229f83530f3fa7d60a,Bom ,Positive,Positive
52896,d14547b40093d513bb98951fc4fb29c4,Excelente,Positive,Positive
52910,4063948268ad37aa55af6a48c6e01ad9,recomendo,Positive,Positive
52911,f64c0d2ea0301f51752584211bbef121,Recomendo,Positive,Positive
53005,9dd67a9ac2dfdc2af06518b6c2155157,excelente,Positive,Positive
53024,dc5cb1127f1c003986e3a5d29dc9e542,recomendo,Positive,Positive
53034,ac33a0246cacad3c1637513b10959d24,Satisfeito,Positive,Positive
53069,510a7cd2c497e0b8edd0885cea325f97,*****,Positive,Positive
53093,36e2cdbaa9f639b57c53b37ac798fee8,Recomendo,Positive,Positive
53163,c111042ac50c8037071105fdb98e2bd6,recomendo ,Positive,Positive
53168,319310ea9763b189597ccbc1fa941306,Muito bom,Positive,Positive
53175,c723e865ce953619bb23079a6cf2a84f,recomendo a loja,Positive,Positive
53188,efe87cc84e1b40b20bcbb430f74c9f9d,10,Positive,Positive
53194,e40d31071ee19ab9da13743560d0ac74,Meu recebi o produto,Delivery,Delivery
53207,434fb36e6947e6a58ff093ed702bce8e,ótimo,Positive,Positive
53289,13b2872ada20991c4f52ccb141cb1705,nota 10,Positive,Positive
53327,3a5a10d592a6e639cdb9330c9e6d2a87,3,Missing Items,Missing Items
53356,0fc5f2a778e5f2074ae8d7395f429d70,Cumpre o que promete,Delivery,Delivery
53415,218051f8b86002721197ccb13cedf390,Bom,Positive,Positive
53435,19306e4eba39772265c9a80565ee3df6,Ótimo,Positive,Positive
53495,2b646906e54bc19fd1481ab2962d2ccb,ótimo,Positive,Positive
53511,8ab87c4e09b7c1f1f8ea576a84513604,ok,Positive,Positive
53582,f4c4440b34077a8a81530b54672f7a91,MUITO BOM,Deffect,Deffect
53619,47c740246418555863d8bc506ec31386,Otimo,Positive,Positive
53659,7d6b25a749ae0a536158f6c279c72661,Super recomendo,Positive,Positive
53710,5b3ebd7bf30ecc28d463b31631e56eac,10,Positive,Positive
53732,bd8fd9d593911a1e9148e17e4e1ea850,super recomendo,Positive,Positive
53826,91b10e08e00320dc6411a94651fd3271,10,Positive,Positive
53833,7dafc90398a4c153de6c374de027cd20,Recomendo,Positive,Positive
53859,1026f11a46b4e9114012b9ae2e0c9313,Muito ágil ,Positive,Positive
53863,3f8db80a9c67f7eba952b08e3e971390,Não foi entregue ,Missing Items,Missing Items
53889,bcd42a55c7251aea48494a6015e51ae5,Ótimo ,Positive,Positive
53903,8944a074bce81688fe43eed3b0a4ff1b,recomendo,Positive,Positive
53969,e000735e5bd3ff0d8b2a089ba14d8260,bom,Deffect,Deffect
54042,f9d057c1005779354ae5257b5a9db09b,otima,Positive,Positive
54114,c0d470e5ab3a10ae25708e4cea0c742e,Rápido e eficiente,Positive,Positive
54145,7ab6f2699086c7afcce26800d09d2cdc,Muito boa,Positive,Positive
54228,31bd2c2069365e254b1d757cd2fed17c,Bom ,Positive,Positive
54247,751684aafb0ede15aaf7dad8105af731,Ótimo produto,Positive,Positive
54426,b012e7400b27db2e401c6e1a965f4d5c,Muito bom,Positive,Positive
54433,c66baeb7bc70f386f5c1af213b424c03,Muito bom,Positive,Positive
54538,6073e9dd45068cae69c8f48a741ba883,Muito bom,Positive,Positive
54544,40d29a9fd4875a5681dd9f903e1c0b95,OTIMO ,Positive,Positive
54547,0269b1bc8ae3be1a830617c00de661ff,Ótima ,Positive,Positive
54559,f28688e2077999d46a4ae877a02d1983,10,Positive,Positive
54637,f53e32a13ca4dc26339128f5be800788,Otimo,Positive,Positive
54640,02d183ba398a2687006b4dedc9bf5e78,Nota 10,Positive,Positive
54646,1ca7b0381abec49d54f0ea34d5cc89a8,Entrega rapida,Delivery,Delivery
54656,ec07f569fa4ce1cc843faf017bc86c7b,Satisfatória,Positive,Positive
54678,a1ef36377259738004db4e7618a12a1d,Bom,Positive,Positive
54822,8f036fc586e78d021d9261d335ea58b6,Muito bom,Positive,Positive
54837,b7ea349809f2499dc9070ef311638a5d,Ótimo,Positive,Positive
54867,3ea11c6b21e31da55b5367bf25b27ca2,IP,Company,Company
54877,d8d735f407271bfab02ff8ff2024a7ff,8,Positive,Positive
54887,e97caffcc2e0a4dc505cadac1395f70e,otimo,Positive,Positive
54896,28c84eec1db1978fd51d5ceb35e19c52,Tudo ok,Positive,Positive
54950,741dde9a452629ef62199520a31140f2,Recomendo,Positive,Positive
54997,149ba1494e0b2516116e6637a7ab8032,Não recebi o produto ,Missing Items,Missing Items
55009,d140363fb3da15733d881b4328a7530f,10,Positive,Positive
55041,ac5193d330bcd50bdab249a718cffc84,top,Positive,Positive
55044,d1a1bea8264d95a7fc39ffd014241452,Bom,Positive,Positive
55063,37c32ce5b720ec1534694818258dcc81,Ótima,Positive,Positive
55115,84a6689ab88c6138307938689bf5fe88,8,Positive,Positive
55136,890741036be1b5864f14acc61eabaf69,recomendo,Positive,Positive
55203,9eebf05b3615f300087b61a879383fa4,otimo,Positive,Positive
55216,1f6a6268f6363aa76d80c78f93d781fb,recomendo,Positive,Positive
55224,3751c519823ee98c0fd33b7b7599db97,Não recebi o produto!,Missing Items,Missing Items
55277,5f04f6b4fc52a50404811ad6d88c1e0d,bonito ,Positive,Positive
55304,4155833440f10909211f327371428bd6,Recomendo,Positive,Positive
55327,88fcf25bf64b42e08ce8288386b68f63,Show,Others,Others
55381,afc31fe4436c1fbd59fdceffd0c71eac,excelente,Positive,Positive
55411,5126b26eefdf9d10ef73b2dfb236e000,Otimo,Positive,Positive
55452,339e9194ef387398d2f2282dcedf3e9f,Ok,Positive,Positive
55462,a1759275140b9ea289ee6408bb085e86,Deo colônia vezzo,Delivery,Delivery
55464,c6cf184ad75279ea2f1d3e1a74bc4c83,Ótima,Positive,Positive
55481,8ead7241120bae53583e173de1b9841c,recomendo,Positive,Positive
55484,0bafdf09b182b8e1555ef55a72516c9f,Top,Positive,Positive
55488,c26a83909d9204425df191e443d14f75,Super Recomendo,Positive,Positive
55509,7c2b2b91506f5375ca48faef10cb89b1,chegou mt rapido ! mt bom,Delivery,Delivery
55513,940289f4c02c73efc84b0ec4d2c0b613,bom,Deffect,Deffect
55542,7716a2d0a58059487a2132ccaeb6d4c7,Super Recomendado,Positive,Positive
55563,7a5acaa9d3715e2865397daa926ec2bf,👍,Missing Items,Missing Items
55590,e006eb514938bee8082fb2d3bf719495,Caminha muito fofa,Positive,Positive
55610,384cd2f7026d8fc0a0abfe1f87a96f85,Suporte para instrumentos,Positive,Positive
55673,8a8e598e51bb861d713e7094dcff1bf6,entrega rápida ,Delivery,Delivery
55692,e514bb43767eb649e65c72188ddf2aed,recomendadissímo,Deffect,Deffect
55695,eb1803112d768b184b73e030a4a9fdaf,Excelente,Positive,Positive
55712,fa1ebb79a8ab5207048cb42fe60039e9,Recomendo o produto,Positive,Positive
55719,960f5f5e8c385403b3e5bff2a13a0b4c,Excelente,Positive,Positive
55731,d69a710d902090b3af9c5c6b6e553e3f,loja perfeita ,Positive,Positive
55813,06397117aa8af9484314b46e0cc22212,Recomendo ,Positive,Positive
55832,2d6b427fcb20cad43b113779a955866a,"Como sempre, muito bom.",Positive,Positive
55901,765ba5b03658dfacc616a53e41d9cf82,super recomendo,Positive,Positive
55968,f3eb45448990927644cbca24c4d10301,Muito bom produto ,Positive,Positive
55990,94fea8aadbd65f89fc80d76a16d64a8c,"Produto bom, amei",Positive,Positive
56003,0b4ad482b38e329d9786acee394bb0f9,recomendo,Positive,Positive
56024,9c04fb7fa87a3769c9e85e09ec8e9225,super recomendo,Positive,Positive
56036,a2a5fc9c951c79b0cfaeeef56bc92aed,otimo!,Positive,Positive
56043,80c0cf198518515917a8616ddc0f4260,Muito satisfeito,Positive,Positive
56070,db43319b86b18901833789c4123d417a,SUPER RECOMENDO,Positive,Positive
56114,91da89461676302556035c898dc1a385,E otimo,Positive,Positive
56141,2783ce8539029239231481c62b6ccd9a,muito boa,Positive,Positive
56221,291f034706003359547ec7dcd1df3756,Ótimo,Positive,Positive
56246,3aa00ad824a606d80035e4ef9c11b840,Recomendo,Positive,Positive
56300,ad786dc8e21ede59d852f574917f7a30,Boa,Positive,Positive
56305,e09849438fb004c5e4b87c85b5b92719,Recomendo!,Positive,Positive
56332,d8bc2f26a348e105a5149df147639606,Excelente,Positive,Positive
56395,e20a8a09ff734905b23bfaaa999149b0,Boa,Positive,Positive
56419,8866eafdf9ebdcc38ed157e2a9a1480a,Bom e rapido. Bom preço,Positive,Positive
56463,1d8bf29de96e8867d89e4a2c680e8f3d,super recomendo,Positive,Positive
56492,4da3f587891a41ea1ab3002b0a6b3e3d,Otimo,Positive,Positive
56526,be68d8554abdc79cf83489d3b5237314,Ótimo,Positive,Positive
56540,c71dd9e7ef2beb484d6c8b5247e4b8eb,produto otimo,Positive,Positive
56596,8a8ebb5019795478156fa952acd050b1,Recomendo,Positive,Positive
56608,deb774f30b0a21078acd6947fbb15bb7,Bom ,Positive,Positive
56753,b30462e1ee5052430aeb68e7526c5202,Ótima compra.,Positive,Positive
56771,2eec1a70e64461a4e5d7fbca22231bf5,Boa,Positive,Positive
56844,7db58df8342aec923cc6cee62f554785,Bos,Positive,Positive
56860,80f5ca701f2f6ab359dedf27c58f1a24,Bom,Positive,Positive
56948,f4613f1442e1b28cfdfe79eea7eea994,Recomendo,Positive,Positive
56959,f0b439695e4b5d8e7bf13f33a2579913,Otimo,Positive,Positive
57038,5728aa94c225b74ad4534d35ee534158,RECOMENDO,Positive,Positive
57074,de138fb08bf9cbb3e022047bc713cc42,ótimo ,Positive,Positive
57157,97f1d2de713ad8fdb9c1c2100764ab04,Bom produto ruim,Deffect,Deffect
57176,cfc80b7fbe71add345795b7d6c56fbd0,Recomendo.,Positive,Positive
57185,5e50c21a1527c37f5558f345c5a624c2,Ótimo ,Positive,Positive
57261,23b1bdd524a96924648f1b9b46bc071e,Excelente,Positive,Positive
57272,5d34b72a23c48addce10cebad2a60069,ÒTIMO!!!,Positive,Positive
57318,88368bbc2336a4bb685aca49f6aabd96,Compra do cavaquinho,Positive,Positive
57353,6f0f0ec3150afe59e9a1d31016ab8243,Muito bom ,Positive,Positive
57365,d2f938892a8fb04658f08d01fb402526,Excelente atendimento.,Positive,Positive
57390,3d8824d2be3defd49e7280574605c91f,Excelente,Positive,Positive
57396,8f807f7ea9b39f9de753ef283b5994a4,Ótimo,Positive,Positive
57400,04cd76cca1bf536bc91637aaa249e588,10,Positive,Positive
57427,b7bd9a782c9d08ba8b558d88e13ca799,10,Positive,Positive
57491,4e207d5c129286f0bdca4de346bda409,Postou o produto rápido,Delivery,Delivery
57494,0d9a435baa561b2db394906d7b181aa8,Recomendo,Positive,Positive
57507,22409dbafdb8f6be7bb7d47e60cd0c47,Positiva,Positive,Positive
57531,67b6d7abc6f7fa3bf27eea7ca6eb9ee0,RECOMENDO ,Positive,Positive
57719,8278360118b83106ae74ccda2f674525,7,Positive,Positive
57835,4adf55f137a096300a03563ecd17f6ad,Ótimo ,Positive,Positive
57843,565c5ca49f04d85d6ab98deb02f6defe,produto incorreto,Wrong Item,Wrong Item
57861,87a27671efe1638c58efe5327f910c4e,Tudo ok,Positive,Positive
57899,f914da6bd4845ce20198b6bf807a5575,Nota 1000,Positive,Positive
57900,1eb0c354f00317173eb61b8d2070e292, recomendo,Positive,Positive
57909,53a67cbcf26a60c36aad0fed80cb0e80,Entrega rapida,Delivery,Delivery
57910,1a6a67cc35c451a5fb6afdcf7b24b124,Otimo,Positive,Positive
57979,6a230eeb7288f1d9f00c58a50c4af2ae,Bom,Positive,Positive
57982,46194fa0ea1a3d46703b51cf93d9d6a6,Recomendo,Positive,Positive
57987,6a97f1251914ce426f93217d86aeb51f,otimo,Positive,Positive
58074,9a742fedbcadaa84222a34df31ebe096,Super encomendo... ,Positive,Positive
58078,16a27e5ffd29a7cdf0e4984b0cab46b7,super recomendo,Positive,Positive
58143,b0c45a85ae00dc5e580684f26dd641a7,Adorei,Positive,Positive
58211,b3d569afee274181d72952dcd8323113,Recomendo,Positive,Positive
58293,a556b0d8845fd455cd5602cbb264e080,Excelente !!!!!!,Positive,Positive
58351,f1ce1e89917fb0db7da33d458518c56b,Entrega super rápida! ,Delivery,Delivery
58356,6330cb3bb7783cbcb41409718a627404,Boa,Positive,Positive
58442,5116147859c4aaf846b457db0244c4cf,Muito boa.,Positive,Positive
58487,a705c368cd2ebca4d7ed59b14aa6f493,SUPER RECOMENDO,Positive,Positive
58494,a822697e4cb20abfda4b6aa018b69cdd,satisfeito,Positive,Positive
58519,c4b1a02bb0ddee68e4195a0842adb1e2,Vendedor excelente ,Positive,Positive
58544,c6703f4913a42e87ac325de2b42ddd26,Gostei,Positive,Positive
58548,1da977ddd6ff906abadbc858ad0f8cab,Muito Bom,Positive,Positive
58590,ffe08e1aafa8befd91da85550116e175,Indico demais a mericanas,Delivery,Delivery
58624,2240d5fe43560ca7644cbb13d6253fa2,Muito linda....,Positive,Positive
58644,1fe7c09e19f2f816f3a21611f02f02fa,super recomendo,Positive,Positive
58665,b482cd2d64d4772b210e0b50717bbafd,Muito bom,Positive,Positive
58684,24a64fdbaff8b9cca1d8c2e9293b41a2,otimo,Positive,Positive
58695,dd692a79b9fa87f4984a41ec1b5198c5,Muito bom,Positive,Positive
58705,bf995a1a18ee041af7d738304bfd9880,SUPER RECOMENDO,Positive,Positive
58711,690612e4dcfd8c05865ded2c6da079d2,👍🏼,Positive,Positive
58737,a0602fdf0ff52277f9af78b8ccfc792f,"Produto bom, rápidos.",Positive,Positive
58773,e64e4d5f104a4d9bfe28da41f7546838,Recomendo,Positive,Positive
58812,9b8c5dc4611ef694554768737f530422,"recomendo, sim",Positive,Positive
58839,6845d684207ec325b4f3d5962bbd8d59,Excelente,Positive,Positive
58962,e71201c07828d47d455722d9d99e3052,Ótimo ,Positive,Positive
59041,d1172657f7a987ef820cf3b08b06c7dc,Excelente.,Positive,Positive
59155,54213d5de6050d4c1f0082de7c69232b,10,Positive,Positive
59233,699616d67e48e682ae53a56ca57b058d,bom,Deffect,Deffect
59241,7db67bbcec9659e7f0388540250d9e52,otimo,Positive,Positive
59244,5bb9bde2a21c12507490dcd55018d629,Compra recebida!,Positive,Positive
59268,88eb450681e8e95ae25c18cdd83398b5,ótima,Positive,Positive
59300,22f807dc7304c2cb8ca8643f170ec2a4,Lucileudo Firmino sousa ,Positive,Positive
59308,b47a8867deaafd713d845f189c438a6d,10,Positive,Positive
59330,7f4e31f0648fd3af4600087650c29a8f,klç,Deffect,Deffect
59395,67ae258f53ca72365db67565ab633379,1,Positive,Positive
59434,d4d61fc3be433acaec6aa649157978c6,Entrega rápida,Delivery,Delivery
59470,154b99b18e78bd51e48bd60688c0c5e6,ótimo ,Positive,Positive
59480,e0cec519bdeae995ddefc26a53cf4146,nota 10,Positive,Positive
59532,1684bb7fbefc62271621f6d13ac010ba,Cumpriu com o pro,Positive,Positive
59561,4e8f1ab370871c665c79853878cfdb83,Recomendo ,Positive,Positive
59578,265af74f61c706edcc462bbbb56e6e72,"Super recomendo, Ótimo",Positive,Positive
59598,59caeab34efa8b7016400c2332f82155,Tudo OK,Positive,Positive
59624,4bb27c40e4c203d6749447115b83955d,Bom,Positive,Positive
59653,ba4a0a6b472bc4899ebb2b1a59785ac1,Compraria Novamente,Positive,Positive
59656,fa37c1895d2d551325c2df10eaec26df,Linda,Missing Items,Missing Items
59669,3c231b1ad4babb028a7672ccb200f055,Ótimo ,Positive,Positive
59726,57b2aa1d9d1361e3677d34c91311206b,Bom,Positive,Positive
59746,ea74232b6e4313fd4f88421fc529a21f,Óculos feminino,Missing Items,Missing Items
59824,e0a4978d950f07417c664195e71ff3e7,negócio perfeito,Company,Company
59840,90f5d8c974bbbdb272389354b002f7a3,Entregue como prometido,Delivery,Delivery
59883,5b99a34113ce3759d89d23148616b5e1,Ótimo,Positive,Positive
59901,0a95b40c3ebc52feab42196e8307d544,MUITO SATISFATÓRIA,Positive,Positive
59918,01ae1805893db91ca7f3beea44c93527,recomendo,Positive,Positive
59939,924a917c4ef252adeed4d03894a7add7,Excelentr,Positive,Positive
59981,ab94e108324652902207c02a3d83f8cb,Tudo certo. ,Positive,Positive
60000,1c21c9735f69104d832bcc31fa1bf35d,Muito bom,Positive,Positive
60004,c232e7a55ca6110a5aafb5696a85fee2,otima,Positive,Positive
60028,7ecab6963f79c293c4528ceb9edcb763,recomento,Positive,Positive
60032,b5c6d730fb01cc66c77127a4bd35ba71,Ótimo,Positive,Positive
60083,500d661c6cc0c814f7ead0d07e12309c,Bom,Positive,Positive
60093,57825990545d9e264351e3da6ef195c7,Recomendo,Positive,Positive
60114,a11e466b9b7df7438377db429f53a093,recomendo,Positive,Positive
60116,a2e8caa48a548a3092bd6da08dde08db,"ótima, recomendo",Positive,Positive
60217,d6c7944ddf0c310b53f08407d2becd31,Tudo de bom,Positive,Positive
60240,3d359cb77aaa2a0b4c5b0659794dd153,Excelente.,Positive,Positive
60243,0a451903f2fd4f369e6f037a343e3c1c,recomendo,Positive,Positive
60293,a9369ed26fe19ec8ef4875a1c663dfc7,Ótimo ,Positive,Positive
60330,cf153c7e722bdcb2aadd0893590f0410,otimo,Positive,Positive
60461,9c4ce888a4317d4dab21e9e5cf172764,recomendo,Positive,Positive
60463,4f6b218a64c9b52826075437f6fc891c,bom,Deffect,Deffect
60473,b9d0c63ca87909c067b3deb94280e078,Muito boa.,Positive,Positive
60493,820734faad1c58c9bed9de28450aab06,Ótima,Positive,Positive
60544,a7f53e4fcb65a87c6386300b59f7d108,otimo,Positive,Positive
60569,d122bb90e4137f998785d754605cf099,Super recomendo,Positive,Positive
60587,3f6b37d39756118d64402f6d4caf9749,Excelente compra,Positive,Positive
60629,2d1eabb474c06a2c3e0da4a83232cffd,Ótimo ?,Positive,Positive
60641,df1f6c22d14f2d15dbc4bd6895944c71,Bom,Positive,Positive
60646,f2d2620c4423b341b38a58c3a0caa022,10,Positive,Positive
60669,da4b274c5bd6e802868fd4c00f8500c5,Tudo dentro do combinado.,Company,Company
60692,63e9a9707ba3f2941705ca6e2c4092b5,Recomendado,Positive,Positive
60699,036f7ae263c8b62f7f9d9f3055e79fd3,Otima,Missing Items,Missing Items
60806,e28899ec3ac1f433eea8d31d2d43499b,super recomendo,Positive,Positive
60816,ebe550a98e54cd2faf2f7950f49a8522,SUPER RECOMENDADO,Positive,Positive
60831,a28aeebb1f244b33152c51ec14701067,Excelente,Positive,Positive
60835,a8f8362399ebbadabd31a596a67b7986,otimo,Positive,Positive
60837,e057c7a4cc4cbb7e6254dbec973ac27e,Ótimo ,Positive,Positive
60933,d3c56babef4ae3769a92de6862caecb1,Ótimo ,Positive,Positive
60960,bad1efa91aaa2be8ec01a3d47b291688,Correto,Positive,Positive
60982,4f2205d821058a3a8b9af125f49854c7,Legal,Positive,Positive
61012,0d488eaae38e288c5e7b84d6384acc58,Super recomendo ,Positive,Positive
61038,14d2052aa66fdfc235de85f17a845c86,Muito bom ,Positive,Positive
61064,7afd8ba1c97176d137fece852c96cfab,muito bom o site,Positive,Positive
61090,beceb32cd3a7bde080824de2cba99922,recomendo a loja,Positive,Positive
61151,006a7abc1ae9f90236994a79afdf4d7a,*****,Positive,Positive
61155,550bb4ba7f67d29e6d67a6518c051ccb,tudo como prometido,Positive,Positive
61156,27ea963cb75e91ffc67a9d289246959a,Eu recomendo.,Positive,Positive
61170,26c93c97cc43f0cfa355c4ed188150d6,recomendo,Positive,Positive
61229,82ce4cb42ae15e62b1d6e34d9a4d44b1,Produto d,Positive,Positive
61294,170bda3821e66400ceda6aa4f16bdd8c,muito bom,Positive,Positive
61322,00eb718f8b71a61b99580b4201d7aac5,Produto quebrado,Wrong Item,Wrong Item
61354,79678d87b1651d655eac974bd19f1050,Boa ,Positive,Positive
61386,86dd7ac6b27c5e7308bcfd6fc5785081,Recomendo,Positive,Positive
61394,5b63e1832a6c67567799453ed8c9cb38,muito recomendável,Positive,Positive
61435,9ed6eb689e082db42c9244a3c68ad181,Ótimo ,Positive,Positive
61443,b400500807826ffe73a3475f6c1ee085,Muito bom,Positive,Positive
61498,ad4cb51713a7d26138bba9939fe7e65e,Ótimo ,Positive,Positive
61517,0d41fa1c7544fe7a1ff46e4fd99df91c,Recomendo,Positive,Positive
61518,0a8d2bae55d874f44cd4c187d871776f,Ótima ,Positive,Positive
61588,03e6644b0dbc179f5cd992dc1ba61179,recomendo,Positive,Positive
61614,4e6c2b85e16b30ea76fbb2cb2f348e5b,Aguardando entrega ,Delivery,Delivery
61626,1f54451aef8e74cd80150c2755d5af4b,bom,Deffect,Deffect
61627,9cc1254bc80f82566cedffd87c1e5d3c,Bom,Positive,Positive
61690,c389d8d71b19df91ffac9f8e07bd7177,Excelente,Positive,Positive
61741,5fcafdc7bf19f526f78eb6611dd58bd3,Contente,Positive,Positive
61756,be457bd45f5bb9637ad8b46cee6c190c,recomendo,Positive,Positive
61813,7b03182ae66946ecb85c1c13bd9a625e,Correios,Delivery,Delivery
61836,72b1753af75b18b3e8016374e1b0220c,super recomendo,Positive,Positive
61854,8ced611cb36f097bc4cc4b96b81942c8,5 estrelas,Positive,Positive
62025,97980d15dc0dbcb9d8c2c52fa0b6809c,10,Positive,Positive
62030,8dec73da1dc3cb3b1972ff8a5d6629f9,Super recomendo,Positive,Positive
62033,871f22b451b059f1248f0ad231cd46a0,Excelente,Positive,Positive
62041,808710a5b71a66e92509fc162fb99691,Bom,Positive,Positive
62082,e2d6ecd2a6306e50e7bf496829075071,Recomendo,Positive,Positive
62083,99e0b2e4059efc3a55a51df99a06bff5,recomendado,Positive,Positive
62089,e682622a0851cb06d2ab92e45a9a0232,Excelente!!Recomendo👏👏,Positive,Positive
62143,c8b16577abec4442f5be46e9237cebe7,Adorei,Positive,Positive
62145,ea6206d6e400e2f9d96eeb7d41c1216d,Recomendo,Positive,Positive
62155,9ef7a8cd2fd637f640ff56485179b3f1,Chegou no prazo,Delivery,Delivery
62162,2cabfa50b2f9669f9d9a6fab344cad56,****,Positive,Positive
62188,6f21984d8feb3af2707c80918eeead2a,tudo Ok,Positive,Positive
62304,5a16c95b97b1f5112dfa96e4346e5f85,10,Positive,Positive
62310,0e46abe506538288077968d950248f79,Ótimo,Positive,Positive
62325,4454969d9038e93b0659e6986707bd14,Muito bom! ,Positive,Positive
62359,6aa10d93612956f80deb2595df07b147,Ótima,Positive,Positive
62368,0fda0aa864041f62df8dfb670cf00f39,pessimo,Deffect,Deffect
62402,c61d49e7b1bb1bd353b0093bad5dd0c4,Recomendo muito,Positive,Positive
62422,77bded48323fc22ae0965a7daa19e988,Nota 9,Positive,Positive
62445,645f05ccdb548f0af4231c1db082ad1c,correta,Positive,Positive
62478,cfd88d3bd2dd6a8daa5f0f6dc8f1c8cb,super recomendo,Positive,Positive
62518,155f6b612d8f2f93a55fcf1257b203fa,Entrega de produtos,Delivery,Delivery
62521,d3da51f8af3df9e05a6270b4d1082d8b,Muito bom,Positive,Positive
62522,ce7424acb7f3b8b6cbef225c90598cf1,super recomendo,Positive,Positive
62574,15686038ecba2bf7f9e96ea43845033e,Tudo dentro dos conformes,Delivery,Delivery
62579,762e9604b633982ff881a487cd068f9f,Pedido não entregue,Deffect,Deffect
62590,6e1105923eb6cbf69eb888bbe7dac983,Perfeito,Positive,Positive
62612,cb8fc53ba47ddc5bb07e605b813cb0b5,Muito bom parabéns ,Positive,Positive
62617,2cdd75222e047abd53489696e01a1be6,Bom,Positive,Positive
62638,8d2c46b7b581d7ffe5bd8b0a5275fac0,Bom ,Positive,Positive
62683,b473f96f70a5f226d4b53a66034938ab,Péssima loja,Deffect,Deffect
62770,8d94146851bccaf48a041810d62cd2b3,Dez,Deffect,Deffect
62838,18f540467d719452f66a7c6837292db7,Ruim,Deffect,Deffect
62861,e3d411e1f2b944ca50d8769f1b78f26c,Ainda não recebi o produt,Missing Items,Missing Items
62955,0a007bba837ad29e8f74b2651df722f4,Excelência ,Positive,Positive
62978,22b86311138f47d7181f7c2785e0ed20, recomendo,Positive,Positive
63007,5dfe6e8683be94f410b153d358599a2b,Ótimo produto recomendo ,Positive,Positive
63008,6e614d60498a651da49ed75e23851f39,pinceis,Missing Items,Missing Items
63077,f5c73ef8083393b7e4d81f229a0f70b2,recomendo,Positive,Positive
63104,8711606f0d73485895609314e87481ae,chegou rapidinho,Delivery,Delivery
63167,771a2df0ba672c544ffc2d870c63606d,recomendo,Positive,Positive
63169,1f02ce9eac84bfa55ed84f4e69e54026,não recebi o produto,Missing Items,Missing Items
63232,bc0a46e0b7a2f5c198d87747f75a0fdc,Satisfeito,Positive,Positive
63233,cfdc19fc42ec4c201e0a7257a6df4bba,Tudo certo!,Positive,Positive
63236,ae5eea2abe1f60b66c4bfa492e7f8830,Excelente.,Positive,Positive
63244,8287a4592ca41eedd68358d03a06743a,excelente,Positive,Positive
63249,e2b2d0d8310282fd2e1e7d7ce8b1ee6b,Boa loja,Positive,Positive
63258,8676f667555069e6498dab9158c27ead,recomendado,Positive,Positive
63264,19d9ac06e50a6565a906a87896f2530a,EXCELENTE,Positive,Positive
63338,c3143d1be78c08135ace093cc1b8aedf,Rápido e ótimo,Positive,Positive
63341,92a99bdfd6fa46ec3924c88e6c790412,Ótimo ,Positive,Positive
63346,b02e0af84acd151dcf47c210495552ee,Muito bom,Positive,Positive
63383,a6062397d11dd7af0f11bae7c1275cbe,Amei o meu coberdrom,Positive,Positive
63454,b015df25836069e443382ee74bf755bb,Bom!,Positive,Positive
63459,b2164d232f9aadcaa9d520540d520143,recomendo,Positive,Positive
63473,93932e9de52cb25481da0c9ed01ca2fa,Muito bom gostei ,Positive,Positive
63507,594aad3bb57f5e2e5584748d79eb4f7b,otimo,Positive,Positive
63529,d3aa317bb6664d1d8a9520fa6c0c294f,O produto é bom,Positive,Positive
63533,e41d8848164169ecd562f2d1798365f4,Excelente produto.,Positive,Positive
63561,14c64fb4227238b38b7e3c3ae73f9c1e,Produto de qualidade ,Positive,Positive
